case_id,dimension,persona_id,t_index,date,selection_reason,selection_rank_within_dimension,persisted_label,run_019_pred,run_020_pred,run_021_pred,run_019_uncertainty,run_020_uncertainty,run_021_uncertainty,mean_uncertainty,n_errors,n_non_neutral_errors,n_missed_active,n_severe_flip,n_correct,has_human_overlap,human_majority_label,judge_human_majority_disagree,blind_review_priority,blind_review_rank,full_context_label,full_context_rationales_json,profile_only_label,profile_only_rationales_json,student_visible_label,student_visible_rationales_json
security__f2a0de6f__4,security,f2a0de6f,4,2025-09-18,stable_non_neutral_miss,5,-1,0,0,0,0.0,0.2398979514837265,0.1979486644268036,0.1459488719701767,3,3,3,0,0,false,,false,false,,0,"{""self_direction"": ""Sarah 'heard myself saying sure' without consciously choosing to volunteer, driven entirely by social pressure from 'everyone's looking at me like I'm the one who always says yes,' and her nudge response shows she cannot envision exercising independent refusal."", ""conformity"": ""When the principal publicly singled her out and 'everyone turned and smiled,' Sarah agreed to chair the workshop, unable to deviate from her established role as the always-available, compliant team member."", ""benevolence"": ""Sarah's worry that saying no would mean 'they'd all be doing me a favor and I'd feel like I wasn't pulling my weight' reflects her drive to support and not burden her school community, even at personal cost.""}",0,"{""self_direction"": ""Sarah is unable to refuse when social pressure is applied \u2014 \""I heard myself saying sure\"" \u2014 passively accepting an additional obligation rather than authoring her own boundaries."", ""hedonism"": ""Already overextended with book club and bus duty, Sarah takes on more work despite her mother's warning that \""you can't pour from an empty cup,\"" actively choosing obligation over rest or personal renewal."", ""conformity"": ""The entire episode is driven by inability to violate the social expectation that she is \""the one who always says yes\"" \u2014 she accepts the workshop to avoid the discomfort of being seen as not pulling her weight."", ""benevolence"": ""Her reasoning for not refusing is framed as collective responsibility: \""then they'd all be doing me a favor and I'd feel like I wasn't pulling my weight\"" \u2014 prioritizing colleagues' wellbeing over her own capacity.""}",0,"{""self_direction"": ""\""I don't know how to say no when everyone's looking at me\"" \u2014 she agreed to an additional commitment she didn't choose because social pressure overrode her own preferences, demonstrating an inability to author her own boundaries."", ""conformity"": ""Principal Davis looked at her in front of the group and she \""heard myself saying sure\"" \u2014 she accepted an unwanted role to meet the social expectation of being \""the one who always says yes,\"" prioritizing harmony over her own limits.""}"
security__799f3751__1,security,799f3751,1,2025-05-20,stable_non_neutral_miss,6,1,0,0,0,0.0,0.0,0.4535573720932007,0.15118579069773355,3,3,3,0,0,false,,false,false,,0,"{""hedonism"": ""Meera experiences 'burning jealousy' seeing her friend's spa confirmation while 'elbow-deep in laundry' with sick children, thinking 'that could have been me' \u2014 the entry captures complete denial of personal pleasure despite intense desire for it."", ""conformity"": ""Even while exhausted and knowing the home remedies won't work, Meera 'just nod[s] and say[s] yes, good idea' to Mummyji to keep the peace, prioritizing household harmony over honest disagreement."", ""benevolence"": ""Meera has been managing sick children since 3am, and despite her exhaustion, guilt immediately follows her jealous thought \u2014 'my babies need me and I love them' \u2014 demonstrating that care for her children remains paramount.""}",0,"{""hedonism"": ""Meera is trapped in exhausting caregiving while the spa event she was excluded from represents everything she is denied \u2014 \""they're going to have mimosas and get massages and laugh\"" \u2014 her \""burning jealousy\"" confirms active pleasure deprivation."", ""conformity"": ""Despite disagreeing with her mother-in-law's remedies, Meera \""just nod[s] and say[s] 'yes, good idea' because I don't have the energy to argue,\"" suppressing her impulse to push back in order to maintain domestic harmony."", ""benevolence"": ""Even in her exhausted state she prioritizes her children's needs completely and feels guilty for her jealousy \u2014 \""my babies need me and I love them\"" \u2014 demonstrating care for close family above her own desires.""}",0,"{""hedonism"": ""She has been denied any personal pleasure since 3am, watching Priya's spa message with \""burning jealousy\"" while stuck in sick-child caregiving \u2014 her desire for even \""just an hour\"" of rest is completely subordinated to others' needs."", ""benevolence"": ""She has been cleaning vomit since 3am, doing multiple sheet changes, and caring solo for sick children all day \u2014 prioritizing her children's wellbeing entirely at the expense of her own rest and desires.""}"
security__606f182e__2,security,606f182e,2,2025-08-14,stable_non_neutral_miss,7,1,0,0,0,0.1414213627576828,0.2398979514837265,0.1414213627576828,0.1742468923330307,3,3,3,0,0,false,,false,false,,-1,"{""achievement"": ""He successfully negotiated Minh down from a 12% to a 5% adjustment and 'agreed on the spot so it looked generous,' demonstrating competent execution of a high-stakes negotiation."", ""power"": ""He staged the entire trip to control the narrative \u2014 flying in unannounced on the revenue share, shaking hands publicly, and treating the team \u2014 all to maintain authority over the outcome."", ""security"": ""The nudge response reveals the relationship is damaged at its foundation: 'the next time he has a real problem...I'm probably the last person he calls,' indicating the partnership's stability has been quietly undermined."", ""benevolence"": ""He got what he wanted through manipulation and acknowledges Minh 'went along with it because he had to, not because he wanted to,' showing disregard for Minh's genuine interests.""}",-1,"{""achievement"": ""Successfully drove Minh from a twelve-percent ask down to five percent: \""Minh pulled back to a five-percent adjustment instead of twelve\"" \u2014 a clear competence win in negotiation."", ""power"": ""Deliberately steered the conversation, created the appearance of generosity, and made Minh comply: \""He went along with it because he had to\"" \u2014 exercising full situational control."", ""security"": ""The response reveals the relationship is now hollow \u2014 \""the next time he has a real problem...I'm probably the last person he calls\"" \u2014 sacrificing the relational stability that long-term security depends on."", ""benevolence"": ""Exploited a power imbalance with a partner who \""couldn't afford to fold,\"" prioritizing tactical gain over the wellbeing of someone in his network.""}",-1,"{""achievement"": ""Successfully steered the negotiation to get \""Minh pulled back to a five-percent adjustment instead of twelve,\"" demonstrating competence and a desired outcome."", ""power"": ""Deliberately orchestrated the conversation so Minh \""went along because he had to,\"" and performed generosity publicly in front of Minh's team to consolidate influence."", ""security"": ""The achieved outcome leaves the relationship structurally fragile \u2014 Minh will be \""probably the last person he calls\"" when things go wrong, undermining the long-term stability of a key business relationship."", ""benevolence"": ""Manipulated a counterpart who \""couldn't afford to fold,\"" prioritizing personal gain over the integrity of the relationship with Minh.""}"
security__755c4960__8,security,755c4960,8,2025-04-10,stable_non_neutral_miss,8,-1,0,0,0,0.1414213627576828,0.2398979514837265,0.1979486644268036,0.19308932622273764,3,3,3,0,0,false,,false,false,,-1,"{""security"": ""He turned down a client offering 'six months of runway' on moral grounds, forfeiting significant financial stability for his small consultancy."", ""tradition"": ""He declined the gambling work because his grandfather's name is on the business and taking the money 'felt like attaching his name to something he would have disapproved of,' anchoring a costly business decision in ancestral continuity.""}",-1,"{""achievement"": ""Explicitly turned down \""probably six months of runway\"" and acknowledged it was \""probably stupid from a business standpoint\"" \u2014 forgoing a measurable performance gain."", ""security"": ""Turned down a contract providing six months of financial runway, directly undermining financial stability with the self-aware note that it was \""probably stupid from a business standpoint.\"""", ""tradition"": ""Named his company after his grandfather and refused the gambling client because attaching that name to gambling \""felt wrong\"" \u2014 actively maintaining ancestral continuity over financial gain.""}",-1,"{""security"": ""Turned down a contract worth \""probably six months of runway\"" \u2014 a direct sacrifice of financial stability \u2014 because accepting felt morally wrong given family legacy."", ""tradition"": ""Refused the gambling client explicitly to honor his grandfather's values, noting the business bears his grandfather's name and \""his own father lost everything\"" to gambling, making the refusal an act of ancestral continuity.""}"
security__e74a0721__1,security,e74a0721,1,2025-10-28,stable_non_neutral_miss,9,1,0,0,0,0.1979486644268036,0.1414213627576828,0.32826071977615356,0.22254358232021332,3,3,3,0,0,false,,false,false,,0,"{""self_direction"": ""He is unable to work on the blank canvas \u2014 'I just haven't had time between commissions to work on anything that isn't already sold' \u2014 revealing his creative autonomy is subordinated to external client demands."", ""achievement"": ""He spontaneously recited credentials to his mother \u2014 'the board position at the collective, the new studio space, the clients I've worked with' \u2014 signaling an active need to demonstrate measurable success against the benchmark of his cousin's promotion.""}",0,"{""self_direction"": ""Recited a list of external credentials to his mother even though she did not attack him \u2014 \""I was listing credentials like she was interviewing me\"" \u2014 seeking validation from others rather than trusting his own judgment."", ""stimulation"": ""A canvas \""stretched three months ago\"" sits blank in the corner because he has had no time for anything \""that isn't already sold\"" \u2014 creative exploration has been completely crowded out by routine commission work."", ""achievement"": ""Spontaneously listed measurable accomplishments \u2014 \""the board position at the collective, the new studio space, the clients I've worked with\"" \u2014 to assert competence against an implied comparison to his cousin."", ""power"": ""Referenced the \""board position at the collective\"" as a status marker in response to his cousin's promotion, actively asserting influence and social standing."", ""conformity"": ""Defended his career preemptively against implied disapproval even without being attacked \u2014 \""I found myself defending my career to her even though she didn't attack it\"" \u2014 self-monitoring to maintain social harmony.""}",0,"{""self_direction"": ""Creative autonomy is constrained by market demands \u2014 \""I just haven't had time between commissions to work on anything that isn't already sold\"" \u2014 leaving a personal canvas blank for three months despite having an idea."", ""conformity"": ""Defensively listed professional credentials to an implied social comparison, noting \""I was listing credentials like she was interviewing me,\"" self-monitoring in response to family pressure rather than expressing authentic views.""}"
security__58d843b6__3,security,58d843b6,3,2025-06-07,stable_non_neutral_miss,10,1,0,0,0,0.3187987506389618,0.1414213627576828,0.2828427255153656,0.24768761297067007,3,3,3,0,0,false,,false,false,,0,"{""tradition"": ""He sat for an hour reading his father's notebooks at 2am and articulates the rebranding dilemma as existential continuity: 'If I change the way he built things, I am saying his way was not good enough,' explicitly framing the business decision as fidelity to his father's legacy.""}",0,"{""tradition"": ""Explicitly frames changing the business as \""a kind of betrayal\"" and says he would be \""the one who finally broke the thread\"" \u2014 and in his response confirms that his father's way being insufficient is something he \""is not ready to say.\""""}",0,"{""self_direction"": ""Cannot make an independent business decision because it would mean \""saying his way was not good enough\"" \u2014 defers to inherited legacy even when the rational case for change is visible, unable to author their own path."", ""tradition"": ""Resists the Italian distributor's rebranding pressure by drawing on father's 1991 example of refusing to change the oil blend, framing any change as breaking \""the thread\"" that connects present to past.""}"
security__881c7960__1,security,881c7960,1,2025-01-20,stable_non_neutral_miss,11,1,0,0,0,0.32826071977615356,0.2398979514837265,0.4785180985927582,0.3488922566175461,3,3,3,0,0,false,,false,false,,1,"{""self_direction"": ""He had the data ('I ran the numbers over the weekend') and the professional conviction, but chose silence to avoid friction with Diego, suppressing his own independent judgment in favor of social deference."", ""security"": ""He chose to 'document my concerns in the ticket comments so there's a paper trail when it breaks,' a deliberate self-protective strategy to ensure he is covered against future fallout without disrupting the current arrangement."", ""conformity"": ""He explicitly stayed silent because 'Diego doesn't take pushback well. Everyone knows it. Nobody says it' \u2014 restraining his impulse to flag a legitimate concern to maintain smooth social relations.""}",1,"{""self_direction"": ""Despite having data showing a technical flaw \u2014 \""I ran the numbers over the weekend\"" \u2014 he suppressed his own informed judgment to avoid conflict with the architect, deferring to hierarchy over independent thought."", ""achievement"": ""Withheld a technical concern that he had evidence for, choosing social comfort over demonstrating competence: \""you have the data, you have the experience, but you also have a sense of when speaking up will just make things awkward.\"""", ""security"": ""Chose to document concerns as a \""paper trail when it breaks\"" so he is \""covered\"" \u2014 a deliberate self-protective move prioritizing personal safety over technical outcome."", ""conformity"": ""Stayed silent because \""Diego doesn't take pushback well \u2014 everyone knows it, nobody says it\"" \u2014 explicitly following the unspoken social norm to preserve group harmony.""}",1,"{""self_direction"": ""Suppressed a technically grounded concern because \""Diego doesn't take pushback well,\"" choosing to defer to hierarchy rather than act on independent analysis."", ""security"": ""Chose to document concerns in ticket comments to create \""a paper trail when it breaks\"" so that \""I'm covered\"" \u2014 an explicit self-protective strategy to reduce personal risk."", ""conformity"": ""Deliberately stayed silent in standup to avoid making things \""awkward,\"" prioritizing smooth social dynamics over voicing a dissenting technical view.""}"
security__7a086972__0,security,7a086972,0,2025-07-26,stable_non_neutral_miss,12,1,0,0,0,0.2466096580028534,0.4535573720932007,0.37032803893089294,0.356831689675649,3,3,3,0,0,false,,false,false,,0,"{""self_direction"": ""She actively chose to skip the social drinks and come home, explaining 'I knew I'd be sitting in a loud bar pretending to enjoy myself' \u2014 authoring her own evening against the implicit social expectation."", ""hedonism"": ""She deliberately optimized for genuine sensory pleasure \u2014 the golden light, the bread smell, the cold drink on the balcony \u2014 over the obligatory social outing, prioritizing present enjoyment."", ""conformity"": ""She declined the group drinks with colleagues, saying 'I already spent all day performing' and that 'the balcony doesn't ask anything from me,' actively choosing not to meet the social expectation of joining the group.""}",0,"{""self_direction"": ""Chose what she actually wanted over social expectation \u2014 \""I just knew I'd be sitting in a loud bar pretending to enjoy myself\"" \u2014 authoring her evening according to her own preference rather than group pressure."", ""hedonism"": ""Actively sought present pleasure through the balcony, cold drink, golden light, and the smell of bread \u2014 \""picked the right evening\"" \u2014 and chose this sensory enjoyment over a social obligation."", ""conformity"": ""Turned down drinks with trainees to be alone on the balcony: \""The balcony doesn't ask anything from me\"" \u2014 explicitly prioritizing personal comfort over meeting group social expectations.""}",1,"{""self_direction"": ""Made a clear autonomous choice against social expectation \u2014 \""I just knew I'd be sitting in a loud bar pretending to enjoy myself\"" \u2014 acting on self-knowledge rather than going along with colleagues."", ""hedonism"": ""Chose the evening for its genuine sensory pleasure \u2014 golden light, the smell of bread, physical tiredness from meaningful work \u2014 over performing enjoyment at a bar."", ""security"": ""Chose the familiar, stable home environment where \""the balcony doesn't ask anything from me\"" over an unpredictable social scene, prioritizing peace and predictability.""}"
security__58d843b6__7,security,58d843b6,7,2025-06-19,stable_non_neutral_miss,13,1,0,0,0,0.4535573720932007,0.34758642315864563,0.30304574966430664,0.36806318163871765,3,3,3,0,0,false,,false,false,,1,"{""security"": ""He approved the Gulf expansion proposal explicitly because 'the port delays last week reminded me how fragile our European pipeline really is,' diversifying revenue channels to protect the business from instability."", ""tradition"": ""He agreed to new Gulf packaging and let Nadia shadow the documentary crew 'without really thinking about it,' making concessions he himself acknowledges 'Baba would have called something else' \u2014 eroding the inherited standards he had previously defended.""}",1,"{""security"": ""Approved Gulf expansion and new packaging specifically because \""port delays last week reminded me how fragile our European pipeline really is\"" \u2014 a direct decision to diversify and reduce business vulnerability."", ""tradition"": ""Accepted new Gulf packaging and expansion without fighting it, acknowledging \""Baba would have called it something else\"" \u2014 actively conceding ground in the practices inherited from his father.""}",1,"{""security"": ""Approved Gulf market diversification explicitly because port delays \""reminded me how fragile our European pipeline really is\"" \u2014 a risk-reduction decision motivated by fear of instability."", ""tradition"": ""Approved new Gulf packaging and smaller bottles despite feeling it was a betrayal of the established brand \u2014 \""Baba would have called it something else\"" \u2014 acting against inherited ways to meet market pressures.""}"
security__606f182e__6,security,606f182e,6,2025-08-30,stable_non_neutral_miss,14,1,0,0,0,0.3404678702354431,0.27404752373695374,0.509501576423645,0.3746723234653473,3,3,3,0,0,false,,false,false,,0,"{""hedonism"": ""After closing a major deal, he went home to 'eat leftover jjigae standing at the kitchen counter' and couldn't turn on the TV \u2014 no celebration, no pleasure, just exhaustion; the nudge response reveals he doesn't even know what enjoyment would look like anymore."", ""achievement"": ""He held the line on valuation terms through 'twelve-hour days, four different law firms' and a lead investor who kept changing terms, successfully closing the Series C extension on his own conditions."", ""power"": ""He personally controlled every dimension of the deal \u2014 'held the line on the terms I wanted' \u2014 and the nudge response reveals his core need is for recognized authority: 'one person who gets what it took.'""}",0,"{""hedonism"": ""Despite closing a major deal, Joonho went home alone, ate leftover food standing at the counter, and could not turn on the TV \u2014 actively denying himself any celebration or sensory enjoyment."", ""achievement"": ""Successfully closed the Series C extension by holding the line on terms through four law firms and a shifting investor \u2014 \""I held the line on the terms I wanted but it took everything.\"""", ""power"": ""Maintained control under sustained pressure from an investor \""who kept changing the valuation cap at the last minute\"" and held his position until the deal was signed on his terms.""}",0,"{""hedonism"": ""After closing a major deal, chose no celebration \u2014 \""ate leftover jjigae standing at the kitchen counter\"" and couldn't even turn on the TV \u2014 actively denying any pleasure despite a landmark achievement."", ""achievement"": ""Endured \""twelve-hour days, four different law firms\"" and \""held the line on the terms I wanted\"" through a grueling Series C extension, driven by a need to perform and succeed under pressure."", ""power"": ""Held firm against a lead investor \""who kept changing the valuation cap at the last minute,\"" asserting control over high-stakes deal terms through sheer persistence.""}"
self_direction__606f182e__1,self_direction,606f182e,1,2025-08-10,stable_non_neutral_miss,1,1,0,0,0,0.0,0.0,0.0,0.0,3,3,3,0,0,false,,false,false,,1,"{""self_direction"": ""He unilaterally decided the strategy \u2014 flying to Vietnam, framing it as an ops review while concealing the revenue share agenda \u2014 authoring his own approach rather than following any prescribed negotiation process."", ""power"": ""He deliberately withheld the real purpose of the trip ('Didn't mention the revenue share. Let him wonder') to maximize information asymmetry and keep the counterparty off-balance, asserting control over the situation.""}",0,"{""power"": ""Deliberately withheld the revenue share agenda \u2014 \""Didn't mention the revenue share. Let him wonder\"" \u2014 maintaining information asymmetry to keep tactical control over the upcoming meeting.""}",1,"{""self_direction"": ""Unilaterally decided how to frame the visit \u2014 omitting the revenue share agenda \u2014 and controlled the information given: \""Didn't mention the revenue share. Let him wonder.\"""", ""power"": ""Deliberately created information asymmetry with Minh to maintain negotiating leverage, ensuring Minh enters the meeting on unequal footing.""}"
self_direction__f990a261__7,self_direction,f990a261,7,2025-11-04,stable_non_neutral_miss,2,1,0,0,0,0.1414213627576828,0.0,0.1414213627576828,0.09428090850512187,3,3,3,0,0,false,,false,false,,1,"{""self_direction"": ""She contrasts 'the kind of tired that means you did something' with 'the kind that means the day happened to you' \u2014 explicitly framing the ceramics class as actively authoring her own experience rather than being passively shaped by domestic routine."", ""stimulation"": ""She pursued a new skill in an unfamiliar studio environment, engaged with improving technique under instruction, and describes the physical challenge as distinctly satisfying \u2014 seeking active engagement over the passive drift of her usual days."", ""achievement"": ""Greta noted her 'centering is improving' and she made 'a bowl that actually looks like a bowl' \u2014 she is tracking tangible skill progress and receiving external recognition of competence.""}",1,"{""self_direction"": ""Engaged in a chosen creative pursuit and framed the outcome in terms of personal agency: \""the kind of tired that means you did something, not the kind that means the day happened to you.\"""", ""stimulation"": ""Attended a second ceramics class and is actively developing a new skill \u2014 \""centering is improving\"" \u2014 pursuing a challenging, hands-on, novel experience."", ""hedonism"": ""Described the physical tiredness from the class as \""good sore\"" and an intrinsically worthwhile experience \u2014 investing time in a pleasurable craft activity for its own enjoyment.""}",1,"{""self_direction"": ""Frames the physical effort as agentive \u2014 \""the kind of tired that means you did something, not the kind that means the day happened to you\"" \u2014 emphasizing deliberate engagement over passive drift."", ""achievement"": ""Tracks concrete skill progress (\""centering is improving,\"" made a bowl that \""actually looks like a bowl\"") and takes satisfaction in measurable competence gains.""}"
self_direction__f990a261__2,self_direction,f990a261,2,2025-10-18,stable_non_neutral_miss,3,1,0,0,0,0.1414213627576828,0.0,0.3136356770992279,0.15168567995230356,3,3,3,0,0,false,,false,false,,1,"{""self_direction"": ""Brooke independently signed up for a ceramics class on her own initiative, carving out personal time separate from domestic duties and getting Kyle to cover bedtime so she could pursue it."", ""stimulation"": ""Signing up for a ceramics class represents actively seeking a new, hands-on creative experience \u2014 'looking forward to getting my hands dirty with something that isn't Play-Doh' signals desire for genuine novelty over the domestic routine."", ""hedonism"": ""She signed up for ceramics as something she personally wants to enjoy, framing it as 'looking forward' to it \u2014 a deliberate investment in her own pleasure rather than deferring to others' needs.""}",1,"{""self_direction"": ""Brooke arranges for Kyle to cover bedtime and signs up for a ceramics class on her own initiative \u2014 actively carving out autonomous personal space outside her parenting role."", ""stimulation"": ""Signing up for a ceramics class is a new creative pursuit, and the anticipation of \""getting my hands dirty with something that isn't Play-Doh\"" signals a desire for novel sensory experience over routine."", ""hedonism"": ""She is \""already looking forward\"" to the class as a source of personal pleasure, choosing to invest in an enjoyable activity for herself rather than deferring it.""}",1,"{""self_direction"": ""Brooke independently signs up for a ceramics class and arranges logistics with Kyle so she can attend, carving out personal time on her own terms."", ""stimulation"": ""Signing up for a new ceramics class represents actively seeking a fresh experience, and she is already looking forward to the novelty of getting her 'hands dirty with something that isn't Play-Doh'."", ""hedonism"": ""She expresses genuine anticipatory pleasure \u2014 'already looking forward to getting my hands dirty' \u2014 investing in an activity purely for personal enjoyment.""}"
self_direction__5d145c6f__0,self_direction,5d145c6f,0,2025-09-13,stable_non_neutral_miss,4,1,0,0,0,0.0,0.1979486644268036,0.2828426957130432,0.16026378671328226,3,3,3,0,0,false,,false,false,,0,"{""hedonism"": ""Faris explicitly states 'none of them recharge me' and frames all relationships as 'the cost of building something that matters,' indicating he consistently sacrifices personal pleasure for strategic ends."", ""achievement"": ""Faris drives deal outcomes through name-dropping ('mentioned the Emaar contract'), tracks competitor intelligence, and monitors revenue numbers \u2014 'what recharges me is closing a deal, seeing our revenue numbers tick up' confirms his core energy is competence-driven performance."", ""power"": ""Throughout the day Faris overrides team recommendations citing 'optics,' uses his client roster to silence investor pushback, strategically positions himself next to the deputy minister, and monitors competitor weakness \u2014 every action is oriented toward maintaining influence and control."", ""benevolence"": ""His mother 'sounded disappointed' when he promised to visit only at Eid; he mitigates the guilt with a material gesture ('maybe arrange for her kitchen renovation') rather than actual presence, indicating family relationships are deprioritized against business obligations.""}",1,"{""self_direction"": ""Faris sets his own strategic agenda throughout \u2014 overriding his operations team, controlling investor conversations, and choosing who to sit next to at lunch \u2014 authoring his path with full agency."", ""hedonism"": ""Despite a 7 AM to midnight schedule, he admits \""none of them recharge me\""; pleasure and rest are entirely sacrificed for strategic obligations, with no personal enjoyment anywhere in the day."", ""achievement"": ""He explicitly tracks metrics of success \u2014 \""85 employees and three office locations,\"" the Emaar contract, watching hires advance \u2014 and deploys these to assert competence against investor pushback."", ""power"": ""He overrides his operations team citing \""optics,\"" asserts status to deflect VC skepticism (\""we are not some garage startup\""), and strategically cultivates ministry relationships for future influence."", ""benevolence"": ""His mother calls asking to visit and \""sounded disappointed\""; he defers to next Eid and plans to send money \u2014 substituting material gestures for genuine presence with a close family member.""}",1,"{""self_direction"": ""The persona overrides the operations team's recommendations unilaterally ('had to override their shipping route recommendations') and steers investor conversations on their own terms."", ""hedonism"": ""All relationships are experienced as obligations \u2014 'none of them recharge me' and 'the relationships are the cost of building something' \u2014 indicating pleasure is consistently sacrificed."", ""achievement"": ""What recharges this person is explicitly performance-tied: 'closing a deal, seeing our revenue numbers tick up, watching someone I hired become a team lead.'"", ""power"": ""The entry is dominated by status management \u2014 correcting 'tier-two player' optics, invoking the Emaar contract to silence a VC, leveraging an admissions contact to build ministry influence."", ""benevolence"": ""The mother's disappointed call is managed with a promised future visit and plan to 'send something nice,' treating close family as a transactional item rather than a genuine connection.""}"
stimulation__5d145c6f__0,stimulation,5d145c6f,0,2025-09-13,stable_non_neutral_miss,1,1,0,0,0,0.0,0.1979486644268036,0.0,0.06598288814226787,3,3,3,0,0,false,,false,true,1,0,"{""hedonism"": ""Faris explicitly states 'none of them recharge me' and frames all relationships as 'the cost of building something that matters,' indicating he consistently sacrifices personal pleasure for strategic ends."", ""achievement"": ""Faris drives deal outcomes through name-dropping ('mentioned the Emaar contract'), tracks competitor intelligence, and monitors revenue numbers \u2014 'what recharges me is closing a deal, seeing our revenue numbers tick up' confirms his core energy is competence-driven performance."", ""power"": ""Throughout the day Faris overrides team recommendations citing 'optics,' uses his client roster to silence investor pushback, strategically positions himself next to the deputy minister, and monitors competitor weakness \u2014 every action is oriented toward maintaining influence and control."", ""benevolence"": ""His mother 'sounded disappointed' when he promised to visit only at Eid; he mitigates the guilt with a material gesture ('maybe arrange for her kitchen renovation') rather than actual presence, indicating family relationships are deprioritized against business obligations.""}",0,"{""self_direction"": ""Faris sets his own strategic agenda throughout \u2014 overriding his operations team, controlling investor conversations, and choosing who to sit next to at lunch \u2014 authoring his path with full agency."", ""hedonism"": ""Despite a 7 AM to midnight schedule, he admits \""none of them recharge me\""; pleasure and rest are entirely sacrificed for strategic obligations, with no personal enjoyment anywhere in the day."", ""achievement"": ""He explicitly tracks metrics of success \u2014 \""85 employees and three office locations,\"" the Emaar contract, watching hires advance \u2014 and deploys these to assert competence against investor pushback."", ""power"": ""He overrides his operations team citing \""optics,\"" asserts status to deflect VC skepticism (\""we are not some garage startup\""), and strategically cultivates ministry relationships for future influence."", ""benevolence"": ""His mother calls asking to visit and \""sounded disappointed\""; he defers to next Eid and plans to send money \u2014 substituting material gestures for genuine presence with a close family member.""}",0,"{""self_direction"": ""The persona overrides the operations team's recommendations unilaterally and steers investor conversations on their own terms, demonstrating strong autonomous decision-making."", ""hedonism"": ""All relationships are experienced as obligations \u2014 'none of them recharge me' and 'the relationships are the cost of building something' \u2014 indicating pleasure is consistently sacrificed."", ""achievement"": ""What recharges this person is explicitly performance-tied: 'closing a deal, seeing our revenue numbers tick up, watching someone I hired become a team lead.'"", ""power"": ""The entry is dominated by status management \u2014 correcting 'tier-two player' optics, invoking the Emaar contract to silence a VC, leveraging an admissions contact to build ministry influence."", ""benevolence"": ""The mother's disappointed call is managed with a promised future visit and plan to 'send something nice,' treating close family as a transactional item rather than a genuine connection.""}"
