case_id,dimension,persona_id,t_index,date,selection_reason,selection_rank_within_dimension,persisted_label,run_019_pred,run_020_pred,run_021_pred,run_019_uncertainty,run_020_uncertainty,run_021_uncertainty,mean_uncertainty,n_errors,n_non_neutral_errors,n_missed_active,n_severe_flip,n_correct,has_human_overlap,human_majority_label,judge_human_majority_disagree,blind_review_priority,blind_review_rank,full_context_label,full_context_rationales_json,profile_only_label,profile_only_rationales_json,student_visible_label,student_visible_rationales_json
stimulation__e74a0721__0,stimulation,e74a0721,0,2025-10-26,stable_non_neutral_miss,2,-1,0,0,0,0.0,0.27404752373695374,0.2398979514837265,0.1713151584068934,3,3,3,0,0,false,,false,true,2,-1,"{""stimulation"": ""Santiago explicitly rejects bold, unexpected creative expression \u2014 'Fernanda does these chaotic, aggressive pieces... and suddenly that's what serious companies want. I don't even know how to make work like that anymore. I'm not sure I ever did' \u2014 actively distancing himself from novelty and unpredictability in his craft."", ""achievement"": ""Losing a commission to a competitor after six projects for the same client ('I thought I knew what they wanted... now that's not enough?') represents a direct failure of recognized competence \u2014 his professional identity as the reliable brief-deliverer has been publicly undercut."", ""security"": ""The loss of a reliable long-term commission from a client he had done six projects for threatens the financial and professional stability his career depends on, which his studio and livelihood are built around.""}",-1,"{""self_direction"": ""Santiago spent \""years learning to give clients exactly what they ask for\"" rather than pursuing an independent creative voice, and the response reveals he has lost that capacity: \""I don't even know how to make work like that anymore.\"""", ""stimulation"": ""His career-long commitment to safe, predictable client work has suppressed any bold or unexpected creative expression \u2014 \""I don't even know how to make work like that anymore. I'm not sure I ever did.\"""", ""achievement"": ""He lost a major commission to a competitor, revealing his compliance-based strategy has failed competitively: \""They said they wanted something bolder\"" \u2014 a direct verdict against his professional output.""}",-1,"{""stimulation"": ""The artist explicitly favors giving clients 'exactly what they ask for' over bold or challenging work, and admits 'I don't know how to make work like that anymore' when confronted with demand for something more daring."", ""achievement"": ""Losing a long-standing client to a competitor despite following their brief perfectly signals a concrete failure of competence recognition \u2014 'I've done six projects for them over the years' and still lost."", ""security"": ""The loss destabilizes the persona's sense of professional identity: 'I don't even know how to make work like that anymore. I'm not sure I ever did.'""}"
stimulation__7a086972__0,stimulation,7a086972,0,2025-07-26,stable_non_neutral_miss,3,-1,1,0,0,0.5034574270248413,0.0,0.40406104922294617,0.3025061587492625,3,3,2,1,0,false,,false,true,3,0,"{""self_direction"": ""Lucie chose to come home against the social pull of drinks with trainees because she trusted her own read of what she needed \u2014 'I just knew I'd be sitting in a loud bar pretending to enjoy myself when all I really wanted was quiet' \u2014 acting on internal judgment rather than peer expectation."", ""hedonism"": ""Lucie invested in a sensory evening of pure personal pleasure \u2014 golden light, wine, bread smell from the bakery, sitting on the balcony \u2014 prioritizing this over a social outing and explicitly framing the balcony as a space that 'doesn't ask anything from me.'"", ""conformity"": ""Lucie explicitly declined a peer social norm ('some of the other trainees were going for drinks') in favor of personal preference, and articulated 'I already spent all day performing' \u2014 actively resisting the expectation to fit in socially.""}",-1,"{""self_direction"": ""Lucie deliberately chose to come home over joining colleagues for drinks because \""I just knew I'd be sitting in a loud bar pretending to enjoy myself\"" \u2014 she prioritized her own authentic preference over peer expectation."", ""stimulation"": ""She actively chose the familiar, quiet balcony over a socially novel evening with other trainees, and her response \u2014 \""The balcony doesn't ask anything from me\"" \u2014 signals a preference for stillness over new experience."", ""hedonism"": ""She chose the option that gave her genuine sensory pleasure \u2014 golden light, cold drink, the smell of bread, legs \""tired in the good way\"" \u2014 deliberately prioritizing authentic enjoyment over social performance.""}",-1,"{""self_direction"": ""The persona deliberately chooses to come home rather than join colleagues for drinks, acting on their own preference ('I wanted this more') rather than social pressure."", ""stimulation"": ""The persona explicitly opts out of a social outing in favor of quiet solitude, stating 'I just knew I'd be sitting in a loud bar pretending to enjoy myself when all I really wanted was quiet.'"", ""hedonism"": ""The entry centers on savoring sensory pleasures \u2014 golden light, the smell of bread, cold drink, legs tired 'in the good way' \u2014 and the response confirms prioritizing genuine comfort over performed socializing.""}"
stimulation__f990a261__11,stimulation,f990a261,11,2025-11-16,stable_non_neutral_miss,4,-1,1,1,1,0.3958973288536072,0.5225525498390198,0.0,0.306149959564209,3,3,0,3,0,false,,false,false,,-1,"{""self_direction"": ""Brooke recognizes she has become 'the kind of person who needs permission to enjoy things' and admits 'maybe is how you say no without having to defend it' \u2014 her autonomy to pursue her own path is actively suppressed by deference to perceived expectations."", ""stimulation"": ""Brooke explicitly names what she craves \u2014 'I want to be surprised by something. I want to walk into a room and not know what's about to happen' \u2014 but immediately admits she keeps saying 'maybe' and doesn't act on it, demonstrating behavioral misalignment with her stimulation drive."", ""hedonism"": ""Brooke articulates wanting to 'be the person at the festival, not the person who booked the porta-potties' and 'have my own' good times, but self-blocks: 'I became the kind of person who needs permission to enjoy things, and I don't know how to undo that.'"", ""conformity"": ""Brooke uses 'maybe' strategically to avoid having to defend her desires \u2014 'maybe is how you say no without having to defend it' \u2014 and defers to perceived expectations rather than asserting her own wants, maintaining social harmony at the cost of personal expression.""}",-1,"{""self_direction"": ""Brooke acknowledges \""I became the kind of person who needs permission to enjoy things\"" and uses \""maybe\"" as passive avoidance \u2014 \""maybe is how you say no without having to defend it\"" \u2014 abdicating authorship of her own choices."", ""stimulation"": ""Despite explicitly craving surprise and novelty \u2014 \""I want to walk into a room and not know what's about to happen\"" \u2014 she declines Dana's suggestion and settles for \""easier to say maybe and keep making lunches.\"""", ""hedonism"": ""She articulates wanting personal enjoyment (\""I want to have my own good times\"") but actively defers it: \""I became the kind of person who needs permission to enjoy things, and I don't know how to undo that.\""""}",1,"{""self_direction"": ""Brooke admits she repeatedly deflects with 'maybe' as 'how you say no without having to defend it,' and acknowledges she 'became the kind of person who needs permission to enjoy things,' describing a loss of autonomous self-authorship."", ""stimulation"": ""She articulates a vivid craving for novelty and unpredictability: 'I want to walk into a room and not know what's about to happen. That's what I miss' \u2014 distinguishing the desire for surprise from mere logistics."", ""hedonism"": ""She explicitly rejects planning others' fun in favor of experiencing her own: 'I don't want to plan other people's good times anymore. I want to have my own.'""}"
stimulation__440e5deb__3,stimulation,440e5deb,3,2025-12-24,stable_non_neutral_miss,5,1,0,0,-1,0.534522533416748,0.0,0.6141195893287659,0.38288070758183795,3,3,2,1,0,true,0,true,false,,1,"{""stimulation"": ""Priya visited a night market, engaged in family activities across multiple settings, and plans a day trip to Malacca to try a 'famous chicken rice ball place' \u2014 actively seeking new experiences and varied environments during her time off."", ""hedonism"": ""Priya spent the day lazily enjoying food, movies, card games with Arjun's grandma, reading 'an actual novel, not a teaching resource,' and sitting on a garden swing for an hour \u2014 deliberately indulging in sensory and relational pleasure without productivity pressure."", ""achievement"": ""Priya explicitly notes 'I haven't thought about school once today' as a positive contrast, recognizing she had been 'really worn out' \u2014 the entry reflects a deliberate stepping back from performance and recognition-seeking."", ""benevolence"": ""Priya warmly engages with Arjun's family \u2014 playing cards with his grandma, joining in the family reunion with Kavitha, and sharing in the domestic warmth of his parents' home \u2014 investing in close relational care.""}",1,"{""stimulation"": ""The entry includes a night market outing the previous day and plans to drive to Malacca next day to try \""this famous chicken rice ball place\"" \u2014 active seeking of new culinary and travel experiences."", ""hedonism"": ""Priya fills the day with pleasurable activities \u2014 biryani, night market, couple keychains, reading an \""actual novel, not a teaching resource\"" \u2014 and notes \""I haven't thought about school once today,\"" prioritizing present enjoyment."", ""benevolence"": ""She spends quality time with Arjun's family, plays cards with his grandma, and catches up with his sister Kavitha \u2014 investing time and warmth in the wellbeing of close others.""}",0,"{""hedonism"": ""The entry deliberately catalogs pleasurable experiences \u2014 mutton biryani, a novel on the garden swing, leftovers, a planned chicken rice ball trip \u2014 framing the holiday as restorative indulgence without guilt."", ""benevolence"": ""Spending extended time with Arjun's family, catching up with his sister Kavitha, and engaging warmly with his grandmother reflects genuine investment in the wellbeing of close others.""}"
stimulation__f990a261__1,stimulation,f990a261,1,2025-10-12,stable_non_neutral_miss,6,-1,1,0,0,0.4040610194206238,0.3404678702354431,0.5126959681510925,0.4190749526023865,3,3,2,1,0,false,,false,false,,-1,"{""stimulation"": ""Brooke's day was entirely routine and unstimulating \u2014 standing at a pumpkin patch 'like a human vending machine,' going to bed at 8:30 \u2014 and when nudged about what could have been better, she deflects with 'kids had fun. That's the point, right?' denying any personal desire for novelty."", ""hedonism"": ""The entire day yielded no personal enjoyment for Brooke \u2014 she was a passive service provider at the pumpkin patch and retreated to bed at 8:30, unable to even articulate wanting pleasure for herself when directly prompted.""}",-1,"{""stimulation"": ""Brooke spent the day as a passive \""human vending machine\"" at a predictable child activity, went to bed at 8:30, and deflected the nudge with \""It was fine. Kids had fun. That's the point, right?\"" \u2014 no personal engagement or novelty."", ""hedonism"": ""She derived no personal pleasure from the outing, went to bed at 8:30, and redirected entirely to the children's enjoyment \u2014 \""Kids had fun. That's the point, right?\"" \u2014 completely subordinating her own pleasure."", ""benevolence"": ""Despite her own disengagement, Brooke spent three hours ensuring the children had fun at the pumpkin patch, placing their enjoyment above her own comfort.""}",-1,"{""stimulation"": ""The day consists entirely of passive, repetitive caregiving \u2014 'holding juice boxes like a human vending machine' \u2014 with no engagement, novelty, or challenge, ending with going to bed at 8:30."", ""hedonism"": ""Brooke deflects any acknowledgment of personal enjoyment with 'It was fine. Kids had fun. That's the point, right?' \u2014 suppressing her own experience in favor of the children's."", ""benevolence"": ""She spent three hours at the pumpkin patch prioritizing the children and maintained a caregiving presence even when personally unfulfilled.""}"
stimulation__11de77e8__4,stimulation,11de77e8,4,2025-09-12,stable_non_neutral_miss,7,1,0,0,-1,0.44994330406188965,0.32826071977615356,0.4903143346309662,0.4228394528230031,3,3,2,1,0,false,,false,false,,0,"{""self_direction"": ""Lukas chose to help with Pieter's side project on his own time ('spent an hour last night after Noor went to sleep scaffolding the API layer'), and felt 'more engaged in that hour than I have all sprint' \u2014 acting on his own intellectual interest outside assigned work tracks.""}",0,"{""self_direction"": ""Lukas chose to spend personal evening time scaffolding a side-project API \u2014 \""felt more engaged in that hour than I have all sprint\"" \u2014 pursuing self-directed work outside his assigned sprint responsibilities."", ""benevolence"": ""He committed his personal evening hours after Noor went to sleep to help Pieter build a tool (\""Told Pieter I'd help with the tool\""), prioritizing a colleague's need over his own rest.""}",0,"{""self_direction"": ""The developer voluntarily takes on a side project with Pieter outside of assigned work, scaffolding the API layer on their own initiative after hours \u2014 choosing self-directed work over the pre-determined sprint tasks.""}"
stimulation__f990a261__10,stimulation,f990a261,10,2025-11-11,stable_non_neutral_miss,8,-1,1,0,1,0.6207303404808044,0.37032803893089294,0.5050762891769409,0.49871155619621277,3,3,1,2,0,false,,false,false,,-1,"{""self_direction"": ""Brooke articulates that 'every time I carve out something that's mine, a fever or a school closure or a dentist appointment swallows it back up' \u2014 her personal agency is repeatedly overridden by domestic demands, reinforcing her sense that she cannot have anything of her own."", ""stimulation"": ""Brooke's one source of novelty and creative engagement (ceramics) was taken away, and she scrolled watching others enjoy it while trapped in the sick room \u2014 feeling 'tender and trapped at the same time' confirms the deprivation of her stimulation outlet."", ""benevolence"": ""Brooke sat in Olive's room 'rubbing her back while she slept,' choosing to be physically present and caring for her sick child rather than finding another way to salvage her evening \u2014 prioritizing her child's wellbeing through attentive, hands-on care.""}",-1,"{""self_direction"": ""Brooke feels unable to sustain her own personal space \u2014 \""Every time I carve out something that's mine, a fever or a school closure swallows it back up\"" \u2014 and \""I don't actually get to have my own thing.\"""", ""stimulation"": ""Her one novel personal activity (ceramics) was lost to Olive's illness; she watched others' progress from her child's room, cut off from the new experience she had claimed for herself."", ""hedonism"": ""Missing ceramics feels like \""something being taken away\"" \u2014 her primary enjoyable activity is displaced again by caretaking, reinforcing a pattern where personal pleasure is consistently interrupted."", ""benevolence"": ""She stayed by Olive's side through the illness, \""rubbing her back while she slept,\"" prioritizing her child's care despite the personal cost of losing her ceramics class.""}",-1,"{""self_direction"": ""Brooke describes a recurring pattern where personal activities are swallowed by caregiving demands \u2014 'every time I carve out something that's mine, a fever or a school closure swallows it back up' \u2014 reflecting persistent loss of personal autonomy."", ""stimulation"": ""Missing ceramics class \u2014 the one new creative outlet she had \u2014 due to her child's illness removes the only novel, self-expressive activity from her week, reinforcing a pattern of stimulation being cancelled."", ""benevolence"": ""Despite feeling 'trapped,' Brooke stays in Olive's room rubbing her back while she sleeps, prioritizing her child's comfort over her own frustrated desire to be elsewhere.""}"
stimulation__f2a0de6f__8,stimulation,f2a0de6f,8,2025-09-28,stable_non_neutral_miss,9,1,-1,0,-1,0.9258200526237488,0.4242640733718872,0.27404752373695374,0.5413772165775299,3,3,1,2,0,false,,false,false,,0,"{""hedonism"": ""She took a neighborhood walk, enjoyed \""a Saturday that felt like a Saturday for once,\"" and said yes to brunch \u2014 small acts of prioritizing present pleasure after weeks of non-stop work."", ""benevolence"": ""Accepting Lisa's brunch invitation \u2014 \""the first social plan I've made in three weeks that isn't work-related\"" \u2014 is a concrete step toward investing in a close friendship.""}",0,"{""benevolence"": ""Accepted Lisa's brunch invitation, described as 'the first social plan I've made in three weeks that isn't work-related,' showing active investment in a close friendship.""}",0,"{""benevolence"": ""Accepted Lisa's brunch invitation, described as \""the first social plan I've made in three weeks that isn't work-related,\"" showing responsiveness to a close friend's outreach.""}"
stimulation__f990a261__4,stimulation,f990a261,4,2025-10-28,stable_non_neutral_miss,10,-1,1,1,1,0.7453255653381348,0.5714285373687744,0.3505098223686218,0.5557546416918436,3,3,0,3,0,false,,false,false,,1,"{""self_direction"": ""She fantasizes about an entirely self-directed day \u2014 \""no map, stop when something catches my eye\"" \u2014 explicitly free from the family schedule that governs her life."", ""stimulation"": ""She actively craves novelty and the unexpected \u2014 \""I just want one day where I don't know what's going to happen next\"" \u2014 and describes a detailed itinerary of new places, unreadable menus, and strangers."", ""hedonism"": ""She pours a second glass of wine, looks up Mexico flights purely on impulse, and scrolls through photos of her festival self \u2014 all driven by a desire for present-moment pleasure with no productive purpose."", ""security"": ""Looking up escape flights to Mexico and longing to abandon the family schedule represent impulses that directly threaten the stable, predictable domestic life that security requires.""}",-1,"{""stimulation"": ""Despite vivid longing for novelty ('I just want one day where I don't know what's going to happen next'), she explicitly will not act on it ('I won't') and remains locked in predictable caregiving routines \u2014 the fantasy response even self-defeats ('I've thought about it enough that I have a whole itinerary, which kind of defeats the purpose').""}",1,"{""self_direction"": ""She longs to author her own day free from external obligation: \""I just want one day where I don't know what's going to happen next. Where the schedule doesn't exist and I can just follow whatever sounds interesting.\"""", ""stimulation"": ""Her nudge response describes a vivid itinerary of novel experiences \u2014 driving somewhere unknown with no map, eating at restaurants where she can't read the menu, talking to strangers, staying out past dark \u2014 demonstrating a deep drive toward the unexpected."", ""security"": ""The entry expresses the predictable schedule as oppressive and fantasizes about escaping it entirely, actively chafing against the stable, known routine that security-oriented living provides.""}"
stimulation__f990a261__0,stimulation,f990a261,0,2025-10-07,stable_non_neutral_miss,11,-1,1,1,1,0.9612916111946106,0.6700593829154968,0.8103916645050049,0.8139142195383707,3,3,0,3,0,false,,false,false,,-1,"{""stimulation"": ""Her day consists entirely of banana bread, painting rocks, and reorganizing the pantry \u2014 routine domestic tasks \u2014 and her nudge response explicitly names the absence of novelty: \""I just know the absence of it. Like there's a shape missing from my week.\"""", ""benevolence"": ""She spent meaningful time with her daughter Olive \u2014 \""made banana bread with Olive yesterday and we painted rocks in the backyard\"" \u2014 directly investing in her child's wellbeing.""}",-1,"{""stimulation"": ""Explicitly craves 'surprise elements' and 'a plot twist every now and then,' but fills the void with purely routine activities (banana bread, rock painting, pantry reorganization, sourdough starters) \u2014 the nudge response confirms she 'can't name the thing' she wants and keeps 'filling it with pantry organization,' showing behavioral stagnation rather than any move toward novelty.""}",-1,"{""stimulation"": ""She explicitly names the absence of novelty as a core lack: \""I just wish mine had a few more surprise elements built in\"" and the nudge response confirms she cannot even name the desired thing \u2014 \""I just know the absence of it\"" \u2014 indicating a life in active deficit of new experience.""}"
stimulation__2e6270bb__0,stimulation,2e6270bb,0,2025-12-07,low_uncertainty_correct_control,12,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,3,true,0,false,false,,0,"{""power"": ""The entry centers on being dismissed and disrespected \u2014 \""people act like delivery drivers don't know anything\"" \u2014 revealing that his authority and status have been stripped away, directly threatening his core drive for influence and deference from others.""}",0,"{""power"": ""The entry expresses acute distress at being treated without authority \u2014 'People act like delivery drivers don't know anything' \u2014 while invoking his former managerial status ('I managed forty people at that factory'), revealing that current powerlessness conflicts sharply with his drive for respect and control.""}",0,"{""achievement"": ""He invokes concrete past accomplishments to assert his competence: \""I managed forty people at that factory. I know how to read a room, how to negotiate, how to plan logistics.\"""", ""power"": ""He defends his former authority and status against perceived dismissal, asserting that being a delivery driver does not erase his history of managing forty people and exercising leadership skills.""}"
stimulation__2e6270bb__9,stimulation,2e6270bb,9,2026-01-04,low_uncertainty_correct_control,13,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,3,true,0,false,false,,0,"{""achievement"": ""He hit \""Diamond Driver status \u2014 4.91 rating maintained for two months\"" after sustained effort, a concrete measurable milestone demonstrating competence."", ""security"": ""Both key outcomes \u2014 \""priority orders start Monday\"" and \""wife's hours weren't cut after all\"" \u2014 directly increase financial stability and reduce household uncertainty.""}",0,"{""achievement"": ""Hit 'Diamond Driver status' with a measurable metric ('4.91 rating maintained for two months') and unlocked priority orders \u2014 a concrete performance milestone with quantified results."", ""security"": ""'Wife's hours weren't cut after all' combined with priority orders starting Monday signals stabilized household income and reduced financial threat.""}",0,"{""achievement"": ""He hit Diamond Driver status by maintaining a 4.91 rating for two months \u2014 a concrete, measurable performance milestone he explicitly names as a goal accomplished."", ""security"": ""Two stabilizing outcomes are noted together: \""Wife's hours weren't cut after all\"" and priority orders starting Monday, indicating relief that household financial stability is secured.""}"
stimulation__5a522de7__7,stimulation,5a522de7,7,2025-06-21,low_uncertainty_correct_control,14,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,3,false,,false,false,,0,"{""conformity"": ""He stayed silent at the gathering to avoid being \""the difficult one again\"" \u2014 \""I'd be the difficult one again, the one who can't let things go, who makes gatherings tense\"" \u2014 prioritizing social harmony over his convictions."", ""universalism"": ""He is deeply distressed by Per's dismissal of environmental concerns and insists the attitude \""scales\"" \u2014 \""the sea is warming, the fish stocks are collapsing\"" \u2014 expressing urgent concern for planetary welfare.""}",0,"{""self_direction"": ""Chose silence despite strong conviction ('I should have said something') because he feared being 'the difficult one again' \u2014 external social pressure overrode his own judgment and voice."", ""conformity"": ""Stayed quiet at the gathering to avoid conflict, reflecting 'But then what. I'd be the difficult one again. The one who can't let things go, who makes gatherings tense' \u2014 actively suppressing his impulse to preserve social harmony."", ""universalism"": ""Fixated on Per's dismissal of environmental regulations while noting 'The sea is warming. The fish stocks are collapsing' and framing the casual attitude as something that 'scales' \u2014 demonstrating deep concern for broader environmental welfare.""}",0,"{""self_direction"": ""He chose silence over speaking his own judgment \u2014 \""I should have said something... But then what. I'd be the difficult one again\"" \u2014 suppressing his view to avoid social disapproval rather than acting on his own convictions."", ""conformity"": ""He explicitly stayed silent to preserve social harmony: \""I'd be the difficult one again. The one who can't let things go, who makes gatherings tense\"" \u2014 prioritizing group comfort over honest expression."", ""universalism"": ""He is acutely focused on broad environmental harm: \""The sea is warming. The fish stocks are collapsing. Per's recycling bins are a rounding error but the attitude isn't. The attitude scales\"" \u2014 showing genuine moral concern for the planetary commons.""}"
universalism__075f8fdb__0,universalism,075f8fdb,0,2025-01-07,stable_non_neutral_miss,1,1,0,0,0,0.0,0.2398979365825653,0.3880879282951355,0.20932862162590027,3,3,3,0,0,false,,false,false,,1,"{""self_direction"": ""She left a stable teaching career repeatedly to pursue fieldwork abroad, keeps a month-to-month lease \""just in case something opens up,\"" and is already googling \""environmental education programs hiring abroad\"" \u2014 consistently authoring her own unconventional path."", ""stimulation"": ""The Mekong expedition made her \""feel more awake than I have in months,\"" and she is already restless back at her desk \u2014 \""I can already feel the walls closing in\"" \u2014 confirming that novel, challenging environments are where she feels alive."", ""security"": ""She lives month-to-month, cycles through countries, and is already researching her next move while still at her current position \u2014 a pattern of deliberate instability that directly contradicts the security drive."", ""conformity"": ""She expresses contempt for \""faculty meetings about exam preparation timelines and classroom decoration guidelines\"" and openly plans to leave her current position \u2014 resisting institutional norms rather than meeting expectations."", ""benevolence"": ""She marvels at her student who spontaneously engaged local fishermen \u2014 \""you can't manufacture that in a classroom with fluorescent lights\"" \u2014 showing genuine investment in her students' growth and curiosity."", ""universalism"": ""The expedition involved water quality testing near fishing villages and direct engagement with local communities affected by environmental change \u2014 concrete action oriented toward understanding and protecting the broader natural and human world.""}",1,"{""self_direction"": ""Already 'googling environmental education programs hiring abroad' despite holding a stable teaching position \u2014 actively considering a path that prioritizes purpose and autonomy over institutional security."", ""stimulation"": ""Just completed a three-week field trip with 'river sampling, village visits, and improvised lessons under thatched roofs,' describing it as making her feel 'more awake than I have in months,' and immediately seeking the next novel opportunity."", ""universalism"": ""Led students in water quality testing near a fishing village and celebrated a student who spontaneously engaged local fishermen about environmental changes \u2014 concrete educational action oriented toward ecological and community welfare.""}",1,"{""self_direction"": ""She is already \""googling environmental education programs hiring abroad,\"" actively exploring exit from her institutional constraints toward an independently chosen path."", ""stimulation"": ""She describes the field trip as making her feel \""more awake than I have in months\"" and dreads re-entry into the predictable routine: \""already I can feel the walls closing in,\"" showing that novelty and challenge are what animate her."", ""security"": ""She explicitly resists staying still \u2014 \""if I stay still too long, this feeling of being alive will fade\"" \u2014 and is researching a career move abroad, actively undermining the stability of her current secure position."", ""benevolence"": ""She describes the student who spontaneously interviewed fishermen with genuine pride and delight \u2014 \""That kind of spontaneous curiosity \u2014 you can't manufacture that\"" \u2014 showing deep investment in her students' growth."", ""universalism"": ""The research trip centered on river sampling and village visits about environmental change, and she is already seeking \""environmental education programs\"" abroad, demonstrating active orientation toward ecological and broader welfare concerns.""}"
universalism__5a522de7__3,universalism,5a522de7,3,2025-06-13,stable_non_neutral_miss,2,1,-1,-1,-1,0.2828427255153656,0.0,0.3958973288536072,0.2262466847896576,3,3,0,3,0,false,,false,false,,-1,"{""conformity"": ""He chose not to mention the carbon impact in the meeting because \""last time I brought up carbon impact, Niklas from sales rolled his eyes\"" \u2014 explicitly self-silencing to avoid social friction and disapproval."", ""universalism"": ""He had a clear opportunity to advocate for the environmental benefit of the work (\""fewer emissions per delivery\"") and chose silence \u2014 \""I just nodded and wrote my tickets\"" \u2014 suppressing his concern for the broader world to avoid discomfort.""}",-1,"{""conformity"": ""Deliberately withheld the environmental framing in the meeting ('I didn't say that out loud because last time I brought up carbon impact in a meeting, Niklas from sales rolled his eyes') and 'just nodded and wrote my tickets' to avoid social friction."", ""universalism"": ""Suppressed the environmental benefit of the emissions-reducing feature to avoid Niklas's eye-roll, and the nudge response ('Niklas would roll his eyes again and nothing would change') confirms resigned inaction on the environmental advocacy that defines this value.""}",0,"{""self_direction"": ""He suppressed his own perspective entirely \u2014 \""I didn't say that out loud\"" and \""So I just nodded and wrote my tickets\"" \u2014 deferring to social pressure rather than expressing his independent view on the project's carbon impact."", ""conformity"": ""He explicitly avoided mentioning carbon impact because \""last time I brought up carbon impact in a meeting, Niklas from sales rolled his eyes,\"" choosing to maintain smooth workplace relations over voicing his actual concerns.""}"
universalism__e809d252__4,universalism,e809d252,4,2025-01-17,stable_non_neutral_miss,3,-1,1,1,1,0.615778923034668,0.5360474586486816,0.5816935300827026,0.5778399705886841,3,3,0,3,0,true,-1,false,false,,-1,"{""hedonism"": ""He explicitly chose the strawberries because \""I was tired and I wanted something sweet\"" \u2014 prioritizing immediate sensory desire over the environmental principles he teaches."", ""universalism"": ""He bought Chilean strawberries in plastic packaging despite full awareness of the environmental cost \u2014 \""wrapped in plastic that's going to exist for five hundred years\"" \u2014 directly acting against his stated concern for planetary welfare, which he himself calls hypocritical.""}",1,"{""universalism"": ""Stood in the produce section distressed by the environmental cost of 'plastic that's going to exist for five hundred years' and explicitly connects personal consumption choices to teaching sustainability ('I teach them about sustainability and then I buy Chilean strawberries in plastic'), demonstrating that concern for the broader environment is a persistent, lived preoccupation.""}",-1,"{""universalism"": ""Despite teaching sustainability and knowing the environmental cost \u2014 \""plastic that's going to exist for five hundred years\"" and out-of-season produce from Chile \u2014 he bought the strawberries anyway, a concrete action that conflicts with environmental care he professes to hold.""}"
universalism__5a522de7__5,universalism,5a522de7,5,2025-06-18,stable_non_neutral_miss,4,1,-1,-1,-1,0.9424241185188293,0.2828427255153656,0.8369039297103882,0.6873902579148611,3,3,0,3,0,false,,false,false,,1,"{""achievement"": ""He pushed the route optimisation feature to staging and validated it with concrete numbers \u2014 \""the fleet saves roughly 14% on redundant kilometres per week\"" \u2014 demonstrating measurable technical competence."", ""universalism"": ""He proactively calculated the carbon reduction on his own \u2014 \""I did the calculation on a napkin at lunch\"" \u2014 and frames it as meaningful: \""That's something. Not nothing,\"" showing genuine personal investment in the environmental outcome.""}",1,"{""achievement"": ""Pushed the route optimisation feature to staging with a concrete, quantified result ('the fleet saves roughly 14% on redundant kilometres per week'), demonstrating measurable competence."", ""universalism"": ""Privately calculated the carbon impact of the optimization ('I did the calculation on a napkin at lunch') and found personal meaning in the environmental benefit even without publicizing it \u2014 'That's something. Not nothing' reflects authentic concern for ecological impact.""}",1,"{""achievement"": ""He pushed the feature to staging and calculated a concrete performance result \u2014 \""roughly 14% on redundant kilometres per week\"" \u2014 demonstrating measurable competence he is tracking."", ""universalism"": ""Even though he did not publicize it, he privately calculated the carbon math at lunch \u2014 \""I did the calculation on a napkin\"" \u2014 showing that environmental impact is a genuine personal concern he tracks independently.""}"
