entry_id,persona_id,t_index,date,dimension,persisted_label,consensus_label,confidence_tier,consensus_agreement,label_changed,pass_1_label,pass_2_label,pass_3_label,pass_4_label,pass_5_label
013d8101__2,013d8101,2,2025-12-20,security,1,1,unanimous,5,false,1,1,1,1,1
019235dc__5,019235dc,5,2025-02-01,security,1,0,bare_majority,3,true,0,1,0,1,0
019235dc__9,019235dc,9,2025-02-09,security,0,0,unanimous,5,false,0,0,0,0,0
01b6f22a__5,01b6f22a,5,2025-04-04,security,1,1,unanimous,5,false,1,1,1,1,1
056f46ad__0,056f46ad,0,2025-12-01,security,0,0,unanimous,5,false,0,0,0,0,0
056f46ad__3,056f46ad,3,2025-12-28,security,1,0,unanimous,5,true,0,0,0,0,0
06f1d745__0,06f1d745,0,2025-12-04,security,1,1,unanimous,5,false,1,1,1,1,1
06f1d745__4,06f1d745,4,2025-12-10,security,1,1,unanimous,5,false,1,1,1,1,1
075f8fdb__0,075f8fdb,0,2025-01-07,security,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
08c7f073__4,08c7f073,4,2025-10-17,security,1,1,unanimous,5,false,1,1,1,1,1
08c7f073__5,08c7f073,5,2025-10-20,security,0,0,unanimous,5,false,0,0,0,0,0
0a2fe15c__0,0a2fe15c,0,2025-12-01,security,-1,-1,strong,4,false,0,-1,-1,-1,-1
0ad04582__1,0ad04582,1,2025-12-06,security,1,1,unanimous,5,false,1,1,1,1,1
0d272008__2,0d272008,2,2025-12-09,security,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
0d272008__5,0d272008,5,2025-12-19,security,0,0,unanimous,5,false,0,0,0,0,0
0d42f985__3,0d42f985,3,2025-08-25,security,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__0,0e9a45e9,0,2025-12-01,security,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
0e9a45e9__1,0e9a45e9,1,2025-12-10,security,0,0,unanimous,5,false,0,0,0,0,0
110fcd4f__1,110fcd4f,1,2025-06-25,security,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
110fcd4f__2,110fcd4f,2,2025-06-28,security,-1,-1,bare_majority,3,false,0,0,-1,-1,-1
11a31f12__5,11a31f12,5,2025-08-13,security,0,0,unanimous,5,false,0,0,0,0,0
11de77e8__4,11de77e8,4,2025-09-12,security,0,0,unanimous,5,false,0,0,0,0,0
127aefff__4,127aefff,4,2025-06-14,security,0,0,unanimous,5,false,0,0,0,0,0
1496159d__1,1496159d,1,2025-07-11,security,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
15f8d4b9__2,15f8d4b9,2,2025-08-25,security,-1,-1,strong,4,false,-1,-1,0,-1,-1
15f8d4b9__3,15f8d4b9,3,2025-08-26,security,0,0,unanimous,5,false,0,0,0,0,0
1628bd07__4,1628bd07,4,2025-06-01,security,0,0,unanimous,5,false,0,0,0,0,0
18415364__0,18415364,0,2025-01-05,security,0,0,bare_majority,3,false,0,0,-1,0,-1
18415364__1,18415364,1,2025-01-06,security,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
1ae9b1c1__0,1ae9b1c1,0,2025-12-26,security,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
1b8b7276__0,1b8b7276,0,2025-07-05,security,1,1,unanimous,5,false,1,1,1,1,1
1b8b7276__5,1b8b7276,5,2025-07-31,security,1,1,unanimous,5,false,1,1,1,1,1
1d529c71__2,1d529c71,2,2025-04-03,security,1,1,unanimous,5,false,1,1,1,1,1
1ed90155__0,1ed90155,0,2025-12-08,security,0,0,unanimous,5,false,0,0,0,0,0
1ed90155__2,1ed90155,2,2025-12-12,security,-1,0,bare_majority,3,true,-1,-1,0,0,0
1ed90155__4,1ed90155,4,2025-12-17,security,0,0,unanimous,5,false,0,0,0,0,0
1f86f569__2,1f86f569,2,2025-12-06,security,1,1,unanimous,5,false,1,1,1,1,1
20730018__0,20730018,0,2025-06-02,security,1,1,bare_majority,3,false,1,0,1,0,1
22b117be__2,22b117be,2,2025-04-30,security,-1,0,strong,4,true,-1,0,0,0,0
22b117be__11,22b117be,11,2025-05-30,security,0,0,unanimous,5,false,0,0,0,0,0
23d101f8__4,23d101f8,4,2025-08-20,security,1,1,unanimous,5,false,1,1,1,1,1
2719f938__0,2719f938,0,2025-07-04,security,0,0,strong,4,false,0,-1,0,0,0
2719f938__5,2719f938,5,2025-07-22,security,0,0,unanimous,5,false,0,0,0,0,0
2d928d8a__0,2d928d8a,0,2025-02-07,security,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
2d928d8a__7,2d928d8a,7,2025-03-08,security,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__0,2da4f100,0,2025-01-23,security,0,0,unanimous,5,false,0,0,0,0,0
2e6270bb__1,2e6270bb,1,2025-12-13,security,1,1,unanimous,5,false,1,1,1,1,1
344ea8f7__0,344ea8f7,0,2025-11-07,security,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__0,3a517a79,0,2025-12-22,security,1,1,unanimous,5,false,1,1,1,1,1
013d8101__0,013d8101,0,2025-12-01,self_direction,0,0,unanimous,5,false,0,0,0,0,0
013d8101__2,013d8101,2,2025-12-20,self_direction,0,0,unanimous,5,false,0,0,0,0,0
019235dc__5,019235dc,5,2025-02-01,self_direction,0,0,unanimous,5,false,0,0,0,0,0
019235dc__9,019235dc,9,2025-02-09,self_direction,0,0,unanimous,5,false,0,0,0,0,0
01b6f22a__5,01b6f22a,5,2025-04-04,self_direction,0,0,unanimous,5,false,0,0,0,0,0
056f46ad__0,056f46ad,0,2025-12-01,self_direction,0,0,unanimous,5,false,0,0,0,0,0
056f46ad__3,056f46ad,3,2025-12-28,self_direction,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__0,06f1d745,0,2025-12-04,self_direction,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__4,06f1d745,4,2025-12-10,self_direction,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__0,075f8fdb,0,2025-01-07,self_direction,1,1,unanimous,5,false,1,1,1,1,1
08c7f073__4,08c7f073,4,2025-10-17,self_direction,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__5,08c7f073,5,2025-10-20,self_direction,0,0,unanimous,5,false,0,0,0,0,0
0a2fe15c__0,0a2fe15c,0,2025-12-01,self_direction,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__1,0ad04582,1,2025-12-06,self_direction,0,0,unanimous,5,false,0,0,0,0,0
0d272008__2,0d272008,2,2025-12-09,self_direction,1,1,unanimous,5,false,1,1,1,1,1
0d272008__5,0d272008,5,2025-12-19,self_direction,1,1,unanimous,5,false,1,1,1,1,1
0d42f985__3,0d42f985,3,2025-08-25,self_direction,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__0,0e9a45e9,0,2025-12-01,self_direction,1,1,unanimous,5,false,1,1,1,1,1
0e9a45e9__1,0e9a45e9,1,2025-12-10,self_direction,1,0,bare_majority,3,true,0,0,1,1,0
110fcd4f__1,110fcd4f,1,2025-06-25,self_direction,1,1,unanimous,5,false,1,1,1,1,1
110fcd4f__2,110fcd4f,2,2025-06-28,self_direction,1,1,unanimous,5,false,1,1,1,1,1
11a31f12__5,11a31f12,5,2025-08-13,self_direction,0,0,unanimous,5,false,0,0,0,0,0
11de77e8__4,11de77e8,4,2025-09-12,self_direction,1,1,strong,4,false,1,0,1,1,1
127aefff__4,127aefff,4,2025-06-14,self_direction,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
1496159d__1,1496159d,1,2025-07-11,self_direction,1,1,unanimous,5,false,1,1,1,1,1
15f8d4b9__2,15f8d4b9,2,2025-08-25,self_direction,1,1,strong,4,false,1,1,1,1,0
15f8d4b9__3,15f8d4b9,3,2025-08-26,self_direction,0,0,unanimous,5,false,0,0,0,0,0
1628bd07__4,1628bd07,4,2025-06-01,self_direction,1,1,unanimous,5,false,1,1,1,1,1
18415364__0,18415364,0,2025-01-05,self_direction,0,0,unanimous,5,false,0,0,0,0,0
18415364__1,18415364,1,2025-01-06,self_direction,1,1,bare_majority,3,false,0,0,1,1,1
1ae9b1c1__0,1ae9b1c1,0,2025-12-26,self_direction,0,1,strong,4,true,1,1,1,1,0
1b8b7276__0,1b8b7276,0,2025-07-05,self_direction,-1,-1,strong,4,false,-1,-1,-1,0,-1
1b8b7276__5,1b8b7276,5,2025-07-31,self_direction,0,0,unanimous,5,false,0,0,0,0,0
1d529c71__2,1d529c71,2,2025-04-03,self_direction,0,-1,strong,4,true,-1,-1,-1,0,-1
1ed90155__0,1ed90155,0,2025-12-08,self_direction,1,1,unanimous,5,false,1,1,1,1,1
1ed90155__2,1ed90155,2,2025-12-12,self_direction,0,0,bare_majority,3,false,0,1,1,0,0
1ed90155__4,1ed90155,4,2025-12-17,self_direction,0,0,strong,4,false,0,0,1,0,0
1f86f569__2,1f86f569,2,2025-12-06,self_direction,-1,1,bare_majority,3,true,-1,1,-1,1,1
20730018__0,20730018,0,2025-06-02,self_direction,0,0,unanimous,5,false,0,0,0,0,0
22b117be__2,22b117be,2,2025-04-30,self_direction,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
22b117be__11,22b117be,11,2025-05-30,self_direction,0,0,strong,4,false,0,-1,0,0,0
23d101f8__4,23d101f8,4,2025-08-20,self_direction,0,0,unanimous,5,false,0,0,0,0,0
2719f938__0,2719f938,0,2025-07-04,self_direction,0,0,unanimous,5,false,0,0,0,0,0
2719f938__5,2719f938,5,2025-07-22,self_direction,0,1,bare_majority,3,true,0,0,1,1,1
2d928d8a__0,2d928d8a,0,2025-02-07,self_direction,0,0,unanimous,5,false,0,0,0,0,0
2d928d8a__7,2d928d8a,7,2025-03-08,self_direction,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__0,2da4f100,0,2025-01-23,self_direction,0,0,unanimous,5,false,0,0,0,0,0
2e6270bb__1,2e6270bb,1,2025-12-13,self_direction,1,0,unanimous,5,true,0,0,0,0,0
344ea8f7__0,344ea8f7,0,2025-11-07,self_direction,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__0,3a517a79,0,2025-12-22,self_direction,0,0,unanimous,5,false,0,0,0,0,0
013d8101__0,013d8101,0,2025-12-01,stimulation,0,0,unanimous,5,false,0,0,0,0,0
013d8101__2,013d8101,2,2025-12-20,stimulation,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
019235dc__5,019235dc,5,2025-02-01,stimulation,0,0,unanimous,5,false,0,0,0,0,0
019235dc__9,019235dc,9,2025-02-09,stimulation,0,0,unanimous,5,false,0,0,0,0,0
01b6f22a__5,01b6f22a,5,2025-04-04,stimulation,0,0,unanimous,5,false,0,0,0,0,0
056f46ad__0,056f46ad,0,2025-12-01,stimulation,0,0,unanimous,5,false,0,0,0,0,0
056f46ad__3,056f46ad,3,2025-12-28,stimulation,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__0,06f1d745,0,2025-12-04,stimulation,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__4,06f1d745,4,2025-12-10,stimulation,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
075f8fdb__0,075f8fdb,0,2025-01-07,stimulation,1,1,unanimous,5,false,1,1,1,1,1
08c7f073__4,08c7f073,4,2025-10-17,stimulation,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__5,08c7f073,5,2025-10-20,stimulation,-1,-1,strong,4,false,0,-1,-1,-1,-1
0a2fe15c__0,0a2fe15c,0,2025-12-01,stimulation,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__1,0ad04582,1,2025-12-06,stimulation,0,0,unanimous,5,false,0,0,0,0,0
0d272008__2,0d272008,2,2025-12-09,stimulation,0,0,unanimous,5,false,0,0,0,0,0
0d272008__5,0d272008,5,2025-12-19,stimulation,0,0,unanimous,5,false,0,0,0,0,0
0d42f985__3,0d42f985,3,2025-08-25,stimulation,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__0,0e9a45e9,0,2025-12-01,stimulation,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__1,0e9a45e9,1,2025-12-10,stimulation,0,0,unanimous,5,false,0,0,0,0,0
110fcd4f__1,110fcd4f,1,2025-06-25,stimulation,0,0,unanimous,5,false,0,0,0,0,0
110fcd4f__2,110fcd4f,2,2025-06-28,stimulation,0,0,unanimous,5,false,0,0,0,0,0
11a31f12__5,11a31f12,5,2025-08-13,stimulation,0,0,unanimous,5,false,0,0,0,0,0
11de77e8__4,11de77e8,4,2025-09-12,stimulation,1,1,unanimous,5,false,1,1,1,1,1
127aefff__4,127aefff,4,2025-06-14,stimulation,1,1,unanimous,5,false,1,1,1,1,1
1496159d__1,1496159d,1,2025-07-11,stimulation,0,0,unanimous,5,false,0,0,0,0,0
15f8d4b9__2,15f8d4b9,2,2025-08-25,stimulation,0,0,unanimous,5,false,0,0,0,0,0
15f8d4b9__3,15f8d4b9,3,2025-08-26,stimulation,1,0,unanimous,5,true,0,0,0,0,0
1628bd07__4,1628bd07,4,2025-06-01,stimulation,0,0,unanimous,5,false,0,0,0,0,0
18415364__0,18415364,0,2025-01-05,stimulation,-1,0,unanimous,5,true,0,0,0,0,0
18415364__1,18415364,1,2025-01-06,stimulation,0,0,unanimous,5,false,0,0,0,0,0
1ae9b1c1__0,1ae9b1c1,0,2025-12-26,stimulation,1,1,unanimous,5,false,1,1,1,1,1
1b8b7276__0,1b8b7276,0,2025-07-05,stimulation,-1,-1,strong,4,false,-1,-1,-1,0,-1
1b8b7276__5,1b8b7276,5,2025-07-31,stimulation,0,0,unanimous,5,false,0,0,0,0,0
1d529c71__2,1d529c71,2,2025-04-03,stimulation,0,0,strong,4,false,0,-1,0,0,0
1ed90155__0,1ed90155,0,2025-12-08,stimulation,1,1,unanimous,5,false,1,1,1,1,1
1ed90155__2,1ed90155,2,2025-12-12,stimulation,1,1,unanimous,5,false,1,1,1,1,1
1ed90155__4,1ed90155,4,2025-12-17,stimulation,1,0,strong,4,true,1,0,0,0,0
1f86f569__2,1f86f569,2,2025-12-06,stimulation,0,0,unanimous,5,false,0,0,0,0,0
20730018__0,20730018,0,2025-06-02,stimulation,0,0,unanimous,5,false,0,0,0,0,0
22b117be__2,22b117be,2,2025-04-30,stimulation,0,0,unanimous,5,false,0,0,0,0,0
22b117be__11,22b117be,11,2025-05-30,stimulation,1,0,unanimous,5,true,0,0,0,0,0
23d101f8__4,23d101f8,4,2025-08-20,stimulation,-1,0,bare_majority,3,true,-1,0,-1,0,0
2719f938__0,2719f938,0,2025-07-04,stimulation,0,0,unanimous,5,false,0,0,0,0,0
2719f938__5,2719f938,5,2025-07-22,stimulation,1,1,unanimous,5,false,1,1,1,1,1
2d928d8a__0,2d928d8a,0,2025-02-07,stimulation,1,1,unanimous,5,false,1,1,1,1,1
2d928d8a__7,2d928d8a,7,2025-03-08,stimulation,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__0,2da4f100,0,2025-01-23,stimulation,0,0,unanimous,5,false,0,0,0,0,0
2e6270bb__1,2e6270bb,1,2025-12-13,stimulation,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__0,344ea8f7,0,2025-11-07,stimulation,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__0,3a517a79,0,2025-12-22,stimulation,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
013d8101__0,013d8101,0,2025-12-01,tradition,0,0,unanimous,5,false,0,0,0,0,0
013d8101__2,013d8101,2,2025-12-20,tradition,0,0,unanimous,5,false,0,0,0,0,0
019235dc__5,019235dc,5,2025-02-01,tradition,0,0,unanimous,5,false,0,0,0,0,0
019235dc__9,019235dc,9,2025-02-09,tradition,0,0,unanimous,5,false,0,0,0,0,0
01b6f22a__5,01b6f22a,5,2025-04-04,tradition,0,0,unanimous,5,false,0,0,0,0,0
056f46ad__0,056f46ad,0,2025-12-01,tradition,1,1,unanimous,5,false,1,1,1,1,1
056f46ad__3,056f46ad,3,2025-12-28,tradition,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__0,06f1d745,0,2025-12-04,tradition,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__4,06f1d745,4,2025-12-10,tradition,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__0,075f8fdb,0,2025-01-07,tradition,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__4,08c7f073,4,2025-10-17,tradition,1,1,unanimous,5,false,1,1,1,1,1
08c7f073__5,08c7f073,5,2025-10-20,tradition,1,1,unanimous,5,false,1,1,1,1,1
0a2fe15c__0,0a2fe15c,0,2025-12-01,tradition,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__1,0ad04582,1,2025-12-06,tradition,0,0,unanimous,5,false,0,0,0,0,0
0d272008__2,0d272008,2,2025-12-09,tradition,0,0,unanimous,5,false,0,0,0,0,0
0d272008__5,0d272008,5,2025-12-19,tradition,0,0,unanimous,5,false,0,0,0,0,0
0d42f985__3,0d42f985,3,2025-08-25,tradition,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__0,0e9a45e9,0,2025-12-01,tradition,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__1,0e9a45e9,1,2025-12-10,tradition,0,0,unanimous,5,false,0,0,0,0,0
110fcd4f__1,110fcd4f,1,2025-06-25,tradition,-1,0,unanimous,5,true,0,0,0,0,0
110fcd4f__2,110fcd4f,2,2025-06-28,tradition,0,0,unanimous,5,false,0,0,0,0,0
11a31f12__5,11a31f12,5,2025-08-13,tradition,0,0,unanimous,5,false,0,0,0,0,0
11de77e8__4,11de77e8,4,2025-09-12,tradition,0,0,unanimous,5,false,0,0,0,0,0
127aefff__4,127aefff,4,2025-06-14,tradition,0,0,unanimous,5,false,0,0,0,0,0
1496159d__1,1496159d,1,2025-07-11,tradition,0,0,unanimous,5,false,0,0,0,0,0
15f8d4b9__2,15f8d4b9,2,2025-08-25,tradition,1,1,unanimous,5,false,1,1,1,1,1
15f8d4b9__3,15f8d4b9,3,2025-08-26,tradition,0,0,bare_majority,3,false,0,0,1,0,1
1628bd07__4,1628bd07,4,2025-06-01,tradition,0,0,bare_majority,3,false,0,0,1,0,1
18415364__0,18415364,0,2025-01-05,tradition,1,0,unanimous,5,true,0,0,0,0,0
18415364__1,18415364,1,2025-01-06,tradition,1,0,unanimous,5,true,0,0,0,0,0
1ae9b1c1__0,1ae9b1c1,0,2025-12-26,tradition,1,0,unanimous,5,true,0,0,0,0,0
1b8b7276__0,1b8b7276,0,2025-07-05,tradition,0,0,unanimous,5,false,0,0,0,0,0
1b8b7276__5,1b8b7276,5,2025-07-31,tradition,0,0,unanimous,5,false,0,0,0,0,0
1d529c71__2,1d529c71,2,2025-04-03,tradition,0,0,unanimous,5,false,0,0,0,0,0
1ed90155__0,1ed90155,0,2025-12-08,tradition,0,0,unanimous,5,false,0,0,0,0,0
1ed90155__2,1ed90155,2,2025-12-12,tradition,0,0,unanimous,5,false,0,0,0,0,0
1ed90155__4,1ed90155,4,2025-12-17,tradition,0,0,unanimous,5,false,0,0,0,0,0
1f86f569__2,1f86f569,2,2025-12-06,tradition,1,0,bare_majority,3,true,1,0,1,0,0
20730018__0,20730018,0,2025-06-02,tradition,0,0,unanimous,5,false,0,0,0,0,0
22b117be__2,22b117be,2,2025-04-30,tradition,0,0,unanimous,5,false,0,0,0,0,0
22b117be__11,22b117be,11,2025-05-30,tradition,0,0,unanimous,5,false,0,0,0,0,0
23d101f8__4,23d101f8,4,2025-08-20,tradition,0,0,unanimous,5,false,0,0,0,0,0
2719f938__0,2719f938,0,2025-07-04,tradition,0,0,unanimous,5,false,0,0,0,0,0
2719f938__5,2719f938,5,2025-07-22,tradition,0,0,unanimous,5,false,0,0,0,0,0
2d928d8a__0,2d928d8a,0,2025-02-07,tradition,0,0,unanimous,5,false,0,0,0,0,0
2d928d8a__7,2d928d8a,7,2025-03-08,tradition,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__0,2da4f100,0,2025-01-23,tradition,0,0,unanimous,5,false,0,0,0,0,0
2e6270bb__1,2e6270bb,1,2025-12-13,tradition,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__0,344ea8f7,0,2025-11-07,tradition,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__0,3a517a79,0,2025-12-22,tradition,0,0,unanimous,5,false,0,0,0,0,0
013d8101__0,013d8101,0,2025-12-01,universalism,0,0,unanimous,5,false,0,0,0,0,0
013d8101__2,013d8101,2,2025-12-20,universalism,0,0,unanimous,5,false,0,0,0,0,0
019235dc__5,019235dc,5,2025-02-01,universalism,0,0,unanimous,5,false,0,0,0,0,0
019235dc__9,019235dc,9,2025-02-09,universalism,0,0,unanimous,5,false,0,0,0,0,0
01b6f22a__5,01b6f22a,5,2025-04-04,universalism,0,0,unanimous,5,false,0,0,0,0,0
056f46ad__0,056f46ad,0,2025-12-01,universalism,0,0,unanimous,5,false,0,0,0,0,0
056f46ad__3,056f46ad,3,2025-12-28,universalism,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__0,06f1d745,0,2025-12-04,universalism,0,0,unanimous,5,false,0,0,0,0,0
06f1d745__4,06f1d745,4,2025-12-10,universalism,0,0,unanimous,5,false,0,0,0,0,0
075f8fdb__0,075f8fdb,0,2025-01-07,universalism,1,1,unanimous,5,false,1,1,1,1,1
08c7f073__4,08c7f073,4,2025-10-17,universalism,0,0,unanimous,5,false,0,0,0,0,0
08c7f073__5,08c7f073,5,2025-10-20,universalism,0,0,unanimous,5,false,0,0,0,0,0
0a2fe15c__0,0a2fe15c,0,2025-12-01,universalism,0,0,unanimous,5,false,0,0,0,0,0
0ad04582__1,0ad04582,1,2025-12-06,universalism,0,0,unanimous,5,false,0,0,0,0,0
0d272008__2,0d272008,2,2025-12-09,universalism,0,0,unanimous,5,false,0,0,0,0,0
0d272008__5,0d272008,5,2025-12-19,universalism,0,0,unanimous,5,false,0,0,0,0,0
0d42f985__3,0d42f985,3,2025-08-25,universalism,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__0,0e9a45e9,0,2025-12-01,universalism,0,0,unanimous,5,false,0,0,0,0,0
0e9a45e9__1,0e9a45e9,1,2025-12-10,universalism,0,0,unanimous,5,false,0,0,0,0,0
110fcd4f__1,110fcd4f,1,2025-06-25,universalism,0,0,unanimous,5,false,0,0,0,0,0
110fcd4f__2,110fcd4f,2,2025-06-28,universalism,0,0,unanimous,5,false,0,0,0,0,0
11a31f12__5,11a31f12,5,2025-08-13,universalism,0,0,unanimous,5,false,0,0,0,0,0
11de77e8__4,11de77e8,4,2025-09-12,universalism,0,0,unanimous,5,false,0,0,0,0,0
127aefff__4,127aefff,4,2025-06-14,universalism,0,0,unanimous,5,false,0,0,0,0,0
1496159d__1,1496159d,1,2025-07-11,universalism,0,0,unanimous,5,false,0,0,0,0,0
15f8d4b9__2,15f8d4b9,2,2025-08-25,universalism,0,0,unanimous,5,false,0,0,0,0,0
15f8d4b9__3,15f8d4b9,3,2025-08-26,universalism,0,0,unanimous,5,false,0,0,0,0,0
1628bd07__4,1628bd07,4,2025-06-01,universalism,0,0,unanimous,5,false,0,0,0,0,0
18415364__0,18415364,0,2025-01-05,universalism,0,0,unanimous,5,false,0,0,0,0,0
18415364__1,18415364,1,2025-01-06,universalism,1,1,unanimous,5,false,1,1,1,1,1
1ae9b1c1__0,1ae9b1c1,0,2025-12-26,universalism,0,0,unanimous,5,false,0,0,0,0,0
1b8b7276__0,1b8b7276,0,2025-07-05,universalism,0,0,unanimous,5,false,0,0,0,0,0
1b8b7276__5,1b8b7276,5,2025-07-31,universalism,0,0,unanimous,5,false,0,0,0,0,0
1d529c71__2,1d529c71,2,2025-04-03,universalism,0,0,unanimous,5,false,0,0,0,0,0
1ed90155__0,1ed90155,0,2025-12-08,universalism,0,0,unanimous,5,false,0,0,0,0,0
1ed90155__2,1ed90155,2,2025-12-12,universalism,0,0,unanimous,5,false,0,0,0,0,0
1ed90155__4,1ed90155,4,2025-12-17,universalism,0,0,unanimous,5,false,0,0,0,0,0
1f86f569__2,1f86f569,2,2025-12-06,universalism,0,0,unanimous,5,false,0,0,0,0,0
20730018__0,20730018,0,2025-06-02,universalism,0,0,unanimous,5,false,0,0,0,0,0
22b117be__2,22b117be,2,2025-04-30,universalism,0,0,unanimous,5,false,0,0,0,0,0
22b117be__11,22b117be,11,2025-05-30,universalism,0,0,unanimous,5,false,0,0,0,0,0
23d101f8__4,23d101f8,4,2025-08-20,universalism,0,0,unanimous,5,false,0,0,0,0,0
2719f938__0,2719f938,0,2025-07-04,universalism,0,0,unanimous,5,false,0,0,0,0,0
2719f938__5,2719f938,5,2025-07-22,universalism,0,0,unanimous,5,false,0,0,0,0,0
2d928d8a__0,2d928d8a,0,2025-02-07,universalism,0,0,unanimous,5,false,0,0,0,0,0
2d928d8a__7,2d928d8a,7,2025-03-08,universalism,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__0,2da4f100,0,2025-01-23,universalism,0,0,unanimous,5,false,0,0,0,0,0
2e6270bb__1,2e6270bb,1,2025-12-13,universalism,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__0,344ea8f7,0,2025-11-07,universalism,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__0,3a517a79,0,2025-12-22,universalism,0,0,unanimous,5,false,0,0,0,0,0
